Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
CM062278.1	5233138	5249743	15	plus	Spike glycoprotein		0	protein-coding		KAK1905940.1	65	KUDE01_013116
CM062278.1	5310980	5397206	15	plus	Adhesion G protein-coupled receptor A1		0	protein-coding		KAK1905293.1	312	KUDE01_012475
CM062278.1	5472014	5474789	15	minus	Zinc finger BED domain containing protein 1		0	protein-coding		KAK1905234.1	199	KUDE01_012417
CM062278.1	5491333	5529481	15	plus	Kinase non-catalytic C-lobe domain containing protein 1		0	protein-coding		KAK1905859.1	1429	KUDE01_013037
CM062278.1	5538786	5539711	15	plus	Homeobox protein vent1		0	protein-coding		KAK1905793.1	238	KUDE01_012972
CM062278.1	5587989	5588930	15	minus	Heparan sulfate glucosamine 3-O-sulfotransferase 1		0	protein-coding		KAK1905419.1	313	KUDE01_012601
CM062278.1	5589086	5592450	15	minus	BRD4-interacting chromatin-remodeling complex-associated protein-like		0	protein-coding		KAK1905922.1	84	KUDE01_013100
CM062278.1	5853773	5865317	15	minus	DNA nucleotidylexotransferase		0	protein-coding		KAK1905576.1	153	KUDE01_012756
CM062278.1	5877516	5924231	15	plus	B-cell linker protein		0	protein-coding		KAK1905608.1	762	KUDE01_012788
CM062278.1	5926230	5929775	15	minus	Zinc finger protein 518A		0	protein-coding		KAK1905465.1	585	KUDE01_012647
CM062278.1	5942882	5950674	15	plus	Cyclin-J		0	protein-coding		KAK1905570.1	364	KUDE01_012750
CM062278.1	5958406	5994004	15	plus	TATA-binding protein-associated factor 172		0	protein-coding		KAK1905131.1	1774	KUDE01_012314
CM062278.1	6037479	6046782	15	minus	Cytoplasmic polyadenylation element-binding protein 3		0	protein-coding		KAK1906034.1	382	KUDE01_013205
CM062278.1	6049328	6082232	15	plus	E3 ubiquitin-protein ligase MARCH5		0	protein-coding		KAK1906016.1	296	KUDE01_013187
CM062278.1	6085002	6122027	15	minus	Insulin-degrading enzyme		0	protein-coding		KAK1905259.1	1062	KUDE01_012442
CM062278.1	6129898	6146216	15	plus	Kynurenine 3-monooxygenase		0	protein-coding		KAK1906023.1	470	KUDE01_013194
CM062278.1	6149813	6161102	15	minus	Opsin-3		0	protein-coding		KAK1905801.1	343	KUDE01_012980
CM062278.1	6212886	6216864	15	minus	UPF0597 protein		0	protein-coding		KAK1905350.1	211	KUDE01_012532
CM062278.1	6239699	6240064	15	minus	putative FKBP-type peptidyl-prolyl cis-trans isomerase		0	protein-coding		KAK1904970.1	121	KUDE01_012153
CM062278.1	6240185	6241309	15	minus	Histidine--tRNA ligase		0	protein-coding		KAK1904952.1	374	KUDE01_012135
CM062278.1	6243617	6244093	15	minus	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC		0	protein-coding		KAK1905558.1	158	KUDE01_012738
CM062278.1	6278006	6279070	15	minus	Cdc42 effector protein 3		0	protein-coding		KAK1905709.1	354	KUDE01_012888
CM062278.1	6292748	6299066	15	minus	StAR-related lipid transfer protein 9		0	protein-coding		KAK1905716.1	98	KUDE01_012895
CM062278.1	6320112	6335536	15	plus	Regulator of microtubule dynamics protein 2		0	protein-coding		KAK1904984.1	190	KUDE01_012167
CM062278.1	6376943	6377944	15	minus	Cytochrome P450 1B1		0	protein-coding		KAK1905606.1	333	KUDE01_012786
CM062278.1	6408779	6409009	15	minus	Mediator of RNA polymerase II transcription subunit 16		0	protein-coding		KAK1905543.1	77	KUDE01_012723
CM062278.1	6413897	6416021	15	plus	N-acylneuraminate-9-phosphatase		0	protein-coding		KAK1906044.1	242	KUDE01_013215
CM062278.1	6418327	6419437	15	minus	DNA-directed RNA polymerase I subunit RPA2		0	protein-coding		KAK1905582.1	265	KUDE01_012762
CM062278.1	6419491	6428084	15	minus	DNA-directed RNA polymerase I subunit RPA2		0	protein-coding		KAK1906043.1	563	KUDE01_013214
CM062278.1	6431566	6435305	15	minus	DNA-directed RNA polymerase I subunit RPA2		0	protein-coding		KAK1905236.1	218	KUDE01_012419
CM062278.1	6437347	6440095	15	plus	Homeodomain-interacting protein kinase 2		0	protein-coding		KAK1905488.1	347	KUDE01_012670
CM062278.1	6482938	6484197	15	plus	SERTA domain containing protein 2		0	protein-coding		KAK1904998.1	419	KUDE01_012181
CM062278.1	6496916	6515897	15	plus	Neutral amino acid transporter A		0	protein-coding		KAK1905746.1	534	KUDE01_012925
CM062278.1	6524526	6564323	15	plus	Stromal membrane-associated protein 1		0	protein-coding		KAK1905089.1	146	KUDE01_012272
CM062278.1	6627468	6635769	15	plus	Stromal membrane-associated protein 1		0	protein-coding		KAK1905320.1	172	KUDE01_012502
CM062278.1	6687174	6696004	15	minus	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2		0	protein-coding		KAK1904927.1	211	KUDE01_012110
CM062278.1	6701837	6702385	15	minus	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2		0	protein-coding		KAK1905178.1	182	KUDE01_012361
CM062278.1	6727598	6730067	15	minus	Protein phosphatase 1 regulatory subunit 35		0	protein-coding		KAK1905594.1	189	KUDE01_012774
CM062278.1	6753307	6784196	15	minus	Rab interactor 2		0	protein-coding		KAK1905849.1	960	KUDE01_013027
CM062278.1	6796539	6799108	15	minus	Transcription factor MYB26		0	protein-coding		KAK1905759.1	281	KUDE01_012938
CM062278.1	6807215	6811760	15	minus	Sodium/potassium/calcium exchanger 3		0	protein-coding		KAK1905007.1	253	KUDE01_012190
CM062278.1	6816024	6829833	15	minus	Sodium/potassium/calcium exchanger 3		0	protein-coding		KAK1905475.1	275	KUDE01_012657
CM062278.1	6837178	6837918	15	plus	Protein FAM200A		0	protein-coding		KAK1904982.1	246	KUDE01_012165
CM062278.1	6912951	6933101	15	minus	Hexon protein		0	protein-coding		KAK1905220.1	194	KUDE01_012403
CM062278.1	6970789	6974226	15	minus	Heme-binding protein 2		0	protein-coding		KAK1905080.1	184	KUDE01_012263
CM062278.1	6978928	6981690	15	plus	Coiled-coil domain containing protein 85A		0	protein-coding		KAK1905045.1	461	KUDE01_012228
CM062278.1	7108795	7109334	15	plus	Erythronate-4-phosphate dehydrogenase		0	protein-coding		KAK1905306.1	145	KUDE01_012488
CM062278.1	7139295	7148572	15	plus	Cationic amino acid transporter 2		0	protein-coding		KAK1905706.1	568	KUDE01_012885
CM062278.1	7219892	7225802	15	plus	Glycogen synthase		0	protein-coding		KAK1905984.1	85	KUDE01_013156
CM062278.1	7238071	7259457	15	plus	Serine/threonine-protein kinase VRK2		0	protein-coding		KAK1905525.1	507	KUDE01_012706
CM062278.1	7259528	7285109	15	minus	E3 ubiquitin-protein ligase FANCL		0	protein-coding		KAK1905654.1	324	KUDE01_012834
CM062278.1	7441322	7446091	15	minus	U3 small nucleolar RNA-associated protein 25		0	protein-coding		KAK1905263.1	123	KUDE01_012446
CM062278.1	7542291	7542563	15	minus	ATP-dependent RNA helicase DBP7		0	protein-coding		KAK1905279.1	90	KUDE01_012461
CM062278.1	7584907	7590172	15	minus	30S ribosomal protein S5		0	protein-coding		KAK1904961.1	338	KUDE01_012144
CM062278.1	7610046	7610357	15	minus	Inorganic pyrophosphatase		0	protein-coding		KAK1905670.1	78	KUDE01_012849
CM062278.1	7700059	7704064	15	minus	Cytotoxic T-lymphocyte protein 4		0	protein-coding		KAK1905132.1	296	KUDE01_012315
CM062278.1	7803590	7810994	15	minus	Mitochondrial distribution and morphology protein 10		0	protein-coding		KAK1905787.1	243	KUDE01_012966
CM062278.1	7939100	7946474	15	plus	G2 and S phase-expressed protein 1		0	protein-coding		KAK1905098.1	58	KUDE01_012281
CM062278.1	7964362	7964613	15	minus	Uracil phosphoribosyltransferase		0	protein-coding		KAK1905794.1	83	KUDE01_012973
CM062278.1	8016197	8016375	15	minus	putative PPE family protein PPE24		0	protein-coding		KAK1905758.1	59	KUDE01_012937
CM062278.1	8052015	8097869	15	minus	B-cell lymphoma/leukemia 11A		0	protein-coding		KAK1905321.1	901	KUDE01_012503
CM062278.1	8099598	8100110	15	plus	Vacuolar membrane-associated protein IML1		0	protein-coding		KAK1905442.1	100	KUDE01_012624
CM062278.1	8145633	8161040	15	minus	Regulating synaptic membrane exocytosis protein 2		0	protein-coding		KAK1905349.1	586	KUDE01_012531
CM062278.1	8168729	8177437	15	plus	Protein SFI1 like		0	protein-coding		KAK1905031.1	161	KUDE01_012214
CM062278.1	8195400	8202244	15	minus	Regulating synaptic membrane exocytosis protein 1		0	protein-coding		KAK1905638.1	110	KUDE01_012818
CM062278.1	8225692	8231063	15	minus	Regulating synaptic membrane exocytosis protein 2		0	protein-coding		KAK1905644.1	93	KUDE01_012824
CM062278.1	8235102	8253147	15	plus	Isoaspartyl peptidase/L-asparaginase		0	protein-coding		KAK1905107.1	616	KUDE01_012290
CM062278.1	8312205	8317294	15	minus	Opioid growth factor receptor-like protein 1		0	protein-coding		KAK1905355.1	391	KUDE01_012537
CM062278.1	8326856	8334621	15	plus	Sphingolipid delta(4)-desaturase DES1		0	protein-coding		KAK1905047.1	323	KUDE01_012230
CM062278.1	8337991	8356222	15	minus	Nuclear valosin-containing protein-like		0	protein-coding		KAK1905559.1	849	KUDE01_012739
CM062278.1	8390458	8398812	15	minus	Placenta-specific protein 9		0	protein-coding		KAK1905469.1	99	KUDE01_012651
CM062278.1	8405070	8416354	15	plus	L-threo-3-hydroxyaspartate ammonia-lyase		0	protein-coding		KAK1905645.1	532	KUDE01_012825
CM062278.1	8418716	8425045	15	minus	Transmembrane protein 254c		0	protein-coding		KAK1905473.1	123	KUDE01_012655
CM062278.1	8429999	8432375	15	plus	Homeobox protein MIXL1		0	protein-coding		KAK1905991.1	310	KUDE01_013163
CM062278.1	8451719	8452503	15	plus	Rho-related GTP-binding protein RhoQ		0	protein-coding		KAK1905925.1	92	KUDE01_013103
CM062278.1	8461006	8466360	15	plus	Rho-related GTP-binding protein RhoQ		0	protein-coding		KAK1905280.1	165	KUDE01_012462
CM062278.1	8485101	8485397	15	minus	DNA-directed RNA polymerase subunit beta'		0	protein-coding		KAK1905664.1	98	KUDE01_012843
CM062278.1	8492057	8492536	15	plus	Suppressor of cytokine signaling 5		0	protein-coding		KAK1905406.1	159	KUDE01_012588
CM062278.1	8546981	8549570	15	plus	Homeobox protein prophet of Pit-1		0	protein-coding		KAK1905455.1	219	KUDE01_012637
CM062278.1	8552176	8553779	15	minus	Multiple coagulation factor deficiency protein 2 like		0	protein-coding		KAK1905640.1	150	KUDE01_012820
CM062278.1	8556362	8612673	15	plus	Tetratricopeptide repeat protein 7A		0	protein-coding		KAK1905702.1	793	KUDE01_012881
CM062278.1	8634768	8649875	15	plus	Tetratricopeptide repeat protein 7A		0	protein-coding		KAK1905396.1	136	KUDE01_012578
CM062278.1	8657932	8665882	15	minus	Protein STPG4		0	protein-coding		KAK1905916.1	239	KUDE01_013094
CM062278.1	8675824	8680157	15	minus	Calmodulin-2 B		0	protein-coding		KAK1905288.1	149	KUDE01_012470
CM062278.1	8698599	8719250	15	minus	Mucin-4		0	protein-coding		KAK1904958.1	1227	KUDE01_012141
CM062278.1	8719279	8720007	15	minus	Fibrillin-1		0	protein-coding		KAK1905418.1	242	KUDE01_012600
CM062278.1	8720031	8724778	15	minus	Fibrillin-1		0	protein-coding		KAK1905106.1	850	KUDE01_012289
CM062278.1	8729022	8731069	15	plus	Homeodomain-interacting protein kinase 1		0	protein-coding		KAK1905367.1	423	KUDE01_012549
CM062278.1	8731333	8731560	15	plus	Adhesion G protein-coupled receptor A2		0	protein-coding		KAK1905595.1	75	KUDE01_012775
CM062278.1	8735616	8738291	15	plus	Tumor-associated calcium signal transducer 2		0	protein-coding		KAK1905294.1	291	KUDE01_012476
CM062278.1	8741426	8772551	15	minus	Pleckstrin like domain containing family H member 2		0	protein-coding		KAK1905451.1	1449	KUDE01_012633
CM062278.1	8776061	8796827	15	plus	Thyroid adenoma-associated protein like		0	protein-coding		KAK1905777.1	1088	KUDE01_012956
CM062278.1	8799256	8819853	15	plus	Thyroid adenoma-associated protein like		0	protein-coding		KAK1905218.1	224	KUDE01_012401
CM062278.1	8885449	8889068	15	plus	mRNA decay activator protein ZFP36L2-A		0	protein-coding		KAK1905545.1	428	KUDE01_012725
CM062278.1	9028503	9032928	15	plus	Orotidine 5'-phosphate decarboxylase		0	protein-coding		KAK1905424.1	65	KUDE01_012606
CM062278.1	9041564	9041988	15	minus	Spike glycoprotein		0	protein-coding		KAK1905292.1	115	KUDE01_012474
CM062278.1	9093575	9100700	15	minus	Myotubularin-related protein 13		0	protein-coding		KAK1905710.1	75	KUDE01_012889
CM062278.1	9191695	9197050	15	minus	Sterile alpha motif domain containing protein 3		0	protein-coding		KAK1905893.1	139	KUDE01_013071
CM062278.1	9221031	9237729	15	plus	Transmembrane protein 229B		0	protein-coding		KAK1905677.1	197	KUDE01_012856
CM062278.1	9242534	9252232	15	minus	3-hydroxyanthranilate 34-dioxygenase		0	protein-coding		KAK1905662.1	287	KUDE01_012841
CM062278.1	9256230	9267417	15	plus	Poly(A) polymerase gamma		0	protein-coding		KAK1906015.1	816	KUDE01_013186
CM062278.1	9270500	9286138	15	plus	Proto-oncoc-Rel		0	protein-coding		KAK1904969.1	669	KUDE01_012152
CM062278.1	9299188	9304000	15	plus	Peroxisomal membrane protein PEX13		0	protein-coding		KAK1905296.1	425	KUDE01_012478
CM062278.1	9306277	9319686	15	plus	putative protein KIAA1841 like		0	protein-coding		KAK1905841.1	703	KUDE01_013019
CM062278.1	9323800	9348510	15	minus	Exportin-1		0	protein-coding		KAK1905065.1	1041	KUDE01_012248
CM062278.1	9357973	9359729	15	minus	hypothetical protein		0	protein-coding		KAK1905642.1	480	KUDE01_012822
CM062278.1	9396107	9404626	15	plus	Polycomb group RING finger protein 6		0	protein-coding		KAK1905148.1	251	KUDE01_012331
CM062278.1	9407633	9414079	15	minus	Alpha-internexin		0	protein-coding		KAK1905040.1	454	KUDE01_012223
CM062278.1	9426820	9428752	15	plus	Uridine 5'-monophosphate synthase		0	protein-coding		KAK1905756.1	231	KUDE01_012935
CM062278.1	9463748	9492571	15	plus	Condensin-2 complex subunit D3		0	protein-coding		KAK1905441.1	1311	KUDE01_012623
CM062278.1	9499497	9503569	15	minus	Tubulin--tyrosine ligase		0	protein-coding		KAK1905651.1	404	KUDE01_012831
CM062278.1	9505745	9507634	15	plus	Fidgetin-like protein 1		0	protein-coding		KAK1905368.1	629	KUDE01_012550
CM062278.1	9513026	9525809	15	minus	DNA-binding protein Ikaros-like		0	protein-coding		KAK1905308.1	516	KUDE01_012490
CM062278.1	9530102	9530446	15	minus	Laccase-22		0	protein-coding		KAK1905384.1	114	KUDE01_012566
CM062278.1	9536845	9548965	15	minus	Spermatogenesis-associated protein 48		0	protein-coding		KAK1905509.1	390	KUDE01_012691
CM062278.1	9586158	9586475	15	plus	Zinc finger MYM-type protein 1		0	protein-coding		KAK1905004.1	105	KUDE01_012187
CM062278.1	9603693	9605954	15	minus	Brorin		0	protein-coding		KAK1905055.1	257	KUDE01_012238
CM062278.1	9618554	9625691	15	minus	Poly(rC)-binding protein 3		0	protein-coding		KAK1905964.1	385	KUDE01_013137
CM062278.1	9631574	9637130	15	plus	Molybdenum cofactor sulfurase		0	protein-coding		KAK1904931.1	787	KUDE01_012114
CM062278.1	9641019	9644359	15	plus	Lysophosphatidylserine lipase ABHD12		0	protein-coding		KAK1905562.1	287	KUDE01_012742
CM062278.1	9645644	9656042	15	plus	Transmembrane 9 superfamily member 3		0	protein-coding		KAK1905433.1	586	KUDE01_012615
CM062278.1	9657791	9662096	15	minus	Thioredoxin-dependent peroxide reductase mitochondrial		0	protein-coding		KAK1904994.1	248	KUDE01_012177
CM062278.1	9668057	9668390	15	minus	DENN domain containing protein 10		0	protein-coding		KAK1905202.1	85	KUDE01_012385
CM062278.1	9668534	9671799	15	minus	DENN domain containing protein 10		0	protein-coding		KAK1905995.1	274	KUDE01_013167
CM062278.1	9673541	9682627	15	plus	Eukaryotic translation initiation factor 3 subunit A		0	protein-coding		KAK1905949.1	1274	KUDE01_013125
CM062278.1	9685021	9688208	15	plus	Homeobox protein EMX2		0	protein-coding		KAK1905741.1	241	KUDE01_012920
CM062278.1	9697707	9700040	15	minus	putative metallocarboxypeptidase ECM14		0	protein-coding		KAK1905341.1	78	KUDE01_012523
CM062278.1	9743889	9748229	15	minus	putative endonuclease 4		0	protein-coding		KAK1905983.1	72	KUDE01_013155
CM062278.1	9775156	9782886	15	minus	Rab11 family-interacting protein 2		0	protein-coding		KAK1905745.1	316	KUDE01_012924
CM062278.1	9782910	9786661	15	minus	Rab11 family-interacting protein 2		0	protein-coding		KAK1905216.1	137	KUDE01_012399
CM062278.1	9793492	9800081	15	plus	Autophagy protein 5		0	protein-coding		KAK1905808.1	69	KUDE01_012987
CM062278.1	9804800	9806669	15	minus	Thrombospondin type-1 domain containing protein 7B		0	protein-coding		KAK1905653.1	148	KUDE01_012833
CM062278.1	9830365	9847320	15	minus	Protein FAM204A		0	protein-coding		KAK1905250.1	237	KUDE01_012433
CM062278.1	9869326	9881887	15	plus	Phosphoinositide 3-kinase adapter protein 1		0	protein-coding		KAK1905945.1	857	KUDE01_013121
CM062278.1	9932807	9941140	15	plus	PDZ and LIM domain protein 1		0	protein-coding		KAK1905048.1	322	KUDE01_012231
CM062278.1	9941537	9942160	15	minus	Neurogenin-1		0	protein-coding		KAK1905643.1	207	KUDE01_012823
CM062278.1	9947855	9959422	15	plus	Sphingosine-1-phosphate lyase 1		0	protein-coding		KAK1905879.1	554	KUDE01_013057
CM062278.1	9960012	9962773	15	minus	Pterin-4-alpha-carbinolamine dehydratase		0	protein-coding		KAK1905159.1	102	KUDE01_012342
CM062278.1	9963607	9988980	15	plus	Heparan-alpha-glucosaminide N-acetyltransferase		0	protein-coding		KAK1905902.1	595	KUDE01_013080
CM062278.1	9991337	10023613	15	plus	Proto-oncotyrosine-protein kinase receptor Ret		0	protein-coding		KAK1905860.1	1494	KUDE01_013038
CM062278.1	10025706	10034174	15	minus	SEC23-interacting protein		0	protein-coding		KAK1905403.1	873	KUDE01_012585
CM062278.1	10034775	10042132	15	plus	Mini-chromosome maintenance complex-binding protein		0	protein-coding		KAK1905076.1	638	KUDE01_012259
CM062278.1	10044847	10058208	15	minus	Phosphatidylinositide phosphatase SAC2		0	protein-coding		KAK1905184.1	1119	KUDE01_012367
CM062278.1	10059364	10065054	15	minus	BAG family molecular chaperone regulator 3		0	protein-coding		KAK1905297.1	457	KUDE01_012479
CM062278.1	10067243	10073832	15	plus	Nucleolysin TIAR		0	protein-coding		KAK1905490.1	345	KUDE01_012672
CM062278.1	10077031	10082055	15	minus	Polycystic kidney disease 2-like 1 protein		0	protein-coding		KAK1905235.1	790	KUDE01_012418
CM062278.1	10084605	10085033	15	minus	Protein atonal like 7		0	protein-coding		KAK1905247.1	142	KUDE01_012430
CM062278.1	10098026	10106730	15	minus	Myopalladin		0	protein-coding		KAK1905128.1	765	KUDE01_012311
CM062278.1	10109019	10110146	15	minus	Myopalladin		0	protein-coding		KAK1905565.1	375	KUDE01_012745
CM062278.1	10114146	10116786	15	minus	CDK2-associated and cullin domain containing protein 1		0	protein-coding		KAK1905034.1	363	KUDE01_012217
CM062278.1	10118594	10123046	15	minus	NAD-dependent protein deacetylase sirtuin-1		0	protein-coding		KAK1904995.1	714	KUDE01_012178
CM062278.1	10123909	10126346	15	plus	DnaJ like subfamily C member 12		0	protein-coding		KAK1905628.1	101	KUDE01_012808
CM062278.1	10147413	10148948	15	plus	Cytochrome c oxidase subunit 5B mitochondrial		0	protein-coding		KAK1905012.1	128	KUDE01_012195
CM062278.1	10149884	10168113	15	minus	putative E3 ubiquitin-protein ligase HERC4		0	protein-coding		KAK1905785.1	1028	KUDE01_012964
CM062278.1	10176236	10177742	15	minus	Androgen-dependent TFPI-regulating protein		0	protein-coding		KAK1904936.1	225	KUDE01_012119
CM062278.1	10179585	10186563	15	minus	Protein FAM83H		0	protein-coding		KAK1905625.1	1150	KUDE01_012805
CM062278.1	10203240	10206808	15	plus	DNA mismatch repair protein Mlh1		0	protein-coding		KAK1905242.1	224	KUDE01_012425
